Day,Month,Year,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_40,F_41,F_42,F_43,F_44,F_45,F_46,F_47,F_48,F_49,F_50,F_51,F_52,F_53,F_54,F_55,F_56,F_57,F_58,F_59,F_60,F_61,F_62,F_63,F_64,F_65,F_66,F_67,F_68,F_69,F_70,F_71,F_72,F_73,F_74,F_75,F_76,F_77,F_78,F_79,F_80,F_81,F_82,F_83,F_84,F_85,F_86,F_87,F_88,F_89,F_90,F_91,F_92,F_93,F_94,F_95,F_96,F_97,F_98,F_99,F_100
10,Jul,2017,9043.13,0.01381,181.11,1.2414,1.2208,1.3936,1346724372,269874454,289581.32,0.08581,8106167.65,3722.84,18333.74,2040369.01,95784.67,591.74,636047.85,0.1075,1.7615,103837.19,0.001659,9295628.16,18459.83,513.44,1257571.44,49191.29,51943352.72,0.01429,0.04606,27.69,3057898.58,35270.49,72817.08,11418.74,40.19,0.02189,7.8413,0.008477,1.1274,17885411.44,1359861.89,6.712,1198.29,31.49,21457.13,7.889,27834.36,1.294,0.02607,9472089.21,0.004638,0.1094,226510.84,0.03694,11431093.07,0.009876,36053449.71,3868.5,405506406.2,75368.18,4.7013,1109746200,11218.19,4823.72,11413440.78,25714608.53,9250.89,45508609.16,1059.62,0.01895,683331292,0.9964,108.45,5322.63,391.29,112245864.8,3431006.12,329.02,0.005565,0.1806,2596088.04,133760.38,250254303.5,127414.74,386.57,537.02,0.1656,321088.01,918.61,383250.95,102946.03,182195661.2,334450.09,1.7177,355.01,5.9111,18,0.3291,1.5144,0.3243
11,Jul,2017,9301.39,0.01361,179.56,1.2188,1.1799,1.4046,1382254192,268088036.9,287871.44,0.0839,7906757.45,3628.46,18260.6,2077238,95395.2,594.73,624139.12,0.1048,1.7026,102655.06,0.00158,9903073.66,18342.41,511.71,1248075.17,49157.72,52579494.5,0.01429,0.0457,27.62,3005506.93,34461.42,73757.44,11634.2,41.06,0.02127,7.7296,0.008279,1.1155,18160589.74,1346977.97,6.4763,1192.11,31.43,21681.2,7.9754,26398.39,1.2774,0.02656,9693516.22,0.004542,0.1101,222119.1,0.03606,11555917.35,0.01017,35482839.14,3851.07,414653103.3,74140.48,4.5258,1150872794,11270.81,4858.82,11528466.26,26338404.14,9628.17,45703625.96,1073.73,0.01883,661046121.8,0.9842,110.78,5397.88,396.06,115611868.5,3489755.01,331.62,0.005608,0.1765,2628925.25,129958.13,247319243.6,127631.32,394.11,533.43,0.1657,316533.19,898.41,377965.84,102214.8,185517027.4,333583.25,1.7697,357.25,5.7392,18.22,0.3265,1.4918,0.3287
12,Jul,2017,9275.78,0.01356,178.5,1.2159,1.1547,1.4089,1387376263,269341757.2,287074.44,0.08289,7838190.54,3593.53,18225.05,2077787.16,95563.1,590.97,621479.95,0.1043,1.6749,102178.21,0.001561,10270212.85,18194.82,511.73,1244448.92,48943.68,53208480.05,0.01415,0.04531,27.57,2986648.65,34350.59,74066.95,11720.42,41.6,0.02097,7.7112,0.008153,1.1136,18487687.34,1328774.66,6.3594,1185.52,30.59,21657.53,7.9701,25651.73,1.2865,0.02675,9897930.23,0.004514,0.1102,222952.44,0.03556,11661855.73,0.01023,35355667.24,3818.2,425744676.8,74867.25,4.4146,1174184891,11262.16,4856.83,11538467.41,26661502.96,9709.45,45668967.49,1081.9,0.01872,656662856.4,0.974,113,5472.48,396.5,116726380.9,3525194.68,334.81,0.005611,0.1744,2661945.37,128625.27,247495570,127321.43,393.61,537.57,0.1638,315317.94,897.92,376785.51,102476.2,188366389.5,338022.2,1.7966,355.73,5.6235,18.36,0.322,1.4867,0.3279
13,Jul,2017,9340.33,0.01342,177.51,1.2002,1.1312,1.3899,1403382949,269566406.8,287609.25,0.08249,7914299.02,3580.97,18462.39,2089321.17,95270.22,592.11,618241.13,0.1045,1.6589,103039.2,0.001533,10437065.03,18115.85,510,1231994.71,48411.09,53581779.23,0.01418,0.04524,27.61,3012143.74,34050.67,72746.65,11833.89,41.61,0.02102,7.5835,0.008107,1.102,18377023.87,1330430.44,6.3195,1177.11,30.24,21683.14,7.9861,25358.36,1.2709,0.02694,10023776.55,0.004464,0.1107,225467.71,0.03524,11615597.57,0.01027,35390499.58,3799.3,431638589.8,73953.19,4.3294,1206608503,11246.12,4873.93,11800460.79,26779170.24,9790.38,45530748.05,1085.22,0.01852,658290887.2,0.9727,113.75,5522.72,396.44,118706194.5,3526122.03,336.09,0.005636,0.1726,2682204.77,128991.01,248296676.2,128848.6,395.41,546.77,0.1615,317015.13,886.13,370932.53,101613.63,192821441.8,339577.47,1.827,352.59,5.5752,18.46,0.3188,1.4892,0.3269
14,Jul,2017,9405.46,0.01336,175.44,1.197,1.109,1.3963,1408613254,270661541.2,285902.03,0.0818,7871138.27,3567.49,18656.58,2080121.4,94434.07,596.42,619613.11,0.1046,1.648,101330.17,0.001524,10827737.19,17983.94,513.79,1227896.17,48225.21,54400268.34,0.01412,0.04506,27.55,2988691.53,33893.54,72870.87,11855.73,41.26,0.02074,7.5678,0.008093,1.0964,18593790.89,1327075.68,6.1875,1185.91,30.54,21646.36,8.0211,24888.12,1.2611,0.02639,10108890.47,0.00441,0.1108,224734.28,0.03491,11724150.86,0.01028,35303664.76,3778.87,437377330.2,74581.78,4.2792,1225206960,11338.32,4898.74,11834996.53,27066069.55,9891.28,45422295.7,1096.69,0.01839,658273705.3,0.9713,114.36,5582.48,397.27,120152812.6,3582845.51,339.69,0.005592,0.1709,2734919.25,128364.01,249341187.6,129002.9,391.33,542.95,0.1631,317135.77,877.93,372334.7,101811.44,195571456.6,341066.6,1.8193,350.4,5.4859,18.4,0.3195,1.4633,0.3269
15,Jul,2017,9269.41,0.01339,177.16,1.2039,1.1184,1.3763,1420456740,273730848.6,288353.94,0.08146,8078015.46,3644.41,18611.29,2061330.84,95145.1,601.9,626317.31,0.1053,1.6783,102257.07,0.001561,10409226.69,18076.21,511.27,1242723,48681.36,54804391.71,0.01413,0.04443,27.51,3050158.17,34727.58,72591.3,11737.29,40.72,0.02108,7.5153,0.008128,1.0848,18451060.55,1346902.42,6.3698,1205.77,30.31,21587.59,8.0028,26354.42,1.2525,0.02571,10034812.41,0.004403,0.109,229016.73,0.03512,11748657.69,0.0101,35926395.52,3775.72,432098522.6,75547.17,4.267,1229443776,11483.48,4917.19,11657751.94,27046329.23,9670.75,46109686.49,1084.17,0.01825,669311649.1,0.9712,113.13,5488.95,391.23,118468590.1,3616075.94,334.71,0.005506,0.1721,2688536.78,131909.23,254228034.1,129099.27,380.92,541.78,0.1646,320175.49,899.38,378119.26,102636.35,194844362.3,339644.92,1.7518,347.27,5.5768,18.22,0.3155,1.4673,0.3241
16,Jul,2017,9218.19,0.01347,177.96,1.2233,1.1115,1.3618,1427264293,278967746.7,289545.01,0.08199,8271157.74,3660.79,18512.23,2079055.6,95534.81,603.19,636184.71,0.1054,1.7104,103351.16,0.001577,10206717.85,18194.01,512.14,1247838.7,48425.98,54373773.09,0.014,0.04406,27.43,3097988.39,35108.39,71633.08,11639.83,40.6,0.02111,7.5122,0.008117,1.0834,18583753.35,1360753.76,6.3987,1223.51,30.17,21476.41,7.9897,27358.63,1.2328,0.02501,9991229.25,0.004392,0.1075,230781.38,0.03534,11720629.93,0.009787,36296333.68,3812.7,433267913.7,75790.89,4.3562,1224902325,11614.02,4858.58,11558064.75,26837866.47,9546.1,46663546.48,1077.46,0.0181,688321816.7,0.9788,111.85,5448.81,391.36,115680835.9,3596113.58,336.57,0.005381,0.1703,2695971.7,135391.67,256889831.9,129616.47,376.65,542.41,0.1645,323232.58,912.59,386829.88,102555.95,195667754.2,344546.97,1.7284,343.95,5.6219,18.08,0.3183,1.4754,0.3221
17,Jul,2017,9455.97,0.01325,176.68,1.2089,1.0902,1.3536,1442837452,276369638.8,292618.51,0.081,8168051.2,3609.58,18643.21,2090926.86,95463.06,601.43,623769.55,0.1036,1.6642,101894.42,0.001529,10809474.73,18161.29,505.69,1245254.44,48369.86,54533738.52,0.01419,0.04342,27.51,3059408.29,34567.85,71895.41,11644.64,40.91,0.02061,7.428,0.007914,1.0748,18688603.01,1358758.91,6.3404,1195.86,29.88,21595.75,8.0356,26132.5,1.2166,0.02533,10143023.42,0.004297,0.1088,225633.19,0.03486,11927005.63,0.009887,35333766.44,3805.91,440766811.4,75802.56,4.2383,1257404627,11699.01,4911.33,11763338.71,27468046.96,9811.57,46314232.82,1087.84,0.0181,684356168.5,0.964,115.02,5500.62,393.66,118851380.4,3627776.64,338.2,0.005448,0.1693,2732796.03,134144.03,254188515.2,129293.48,377.12,544.47,0.1632,323740.54,904.86,383227.91,102514.83,199873220.1,349641.01,1.7834,343.73,5.4976,18.24,0.3136,1.4465,0.3204
18,Jul,2017,9563.55,0.01314,177.6,1.1912,1.0768,1.3626,1459802681,279772085.8,289697.97,0.0798,8217175.82,3621.97,18718.64,2115786.2,97385.61,594.77,627952.38,0.1035,1.6539,102446.45,0.001512,10889096.69,18098.86,510.69,1244448.3,48586.13,54800765.86,0.01411,0.04275,26.85,3082580.12,34385.14,71485.59,11560.7,41.18,0.02029,7.3893,0.007904,1.0668,18827676.67,1377736.11,6.2671,1198.64,29.45,21648.7,7.9745,26435.73,1.1956,0.02538,10231770.24,0.00429,0.1071,226989.02,0.0349,11926598.68,0.009871,35268904.04,3783.13,445947059.3,76497.94,4.1923,1263968655,11668.85,4924.71,11693948.92,27490309.22,9843.11,46632157.42,1098.78,0.01797,681443161.3,0.9604,115.84,5587.05,397.25,119031541.7,3665653.04,338.21,0.005434,0.1674,2758605.61,134468.34,256245611.7,127969.29,377.38,545.63,0.1631,328333.36,903.85,376416.52,103804,202521960.1,349267.07,1.7992,343.13,5.3979,18.15,0.3105,1.4585,0.3208
19,Jul,2017,9843.04,0.0129,176.45,1.1782,1.0436,1.3586,1466077099,280191182.1,288324.4,0.07933,8036471.4,3512.12,19007.88,2136412.78,97599.48,586.8,619889.8,0.1027,1.6078,101297.6,0.001419,11674158.88,17815.06,515.27,1228929.18,47688.76,55215245.91,0.01406,0.04245,26.89,3021532.63,33168.72,72104.47,11547.32,41.62,0.01948,7.2875,0.007762,1.0539,19268159.34,1349611.48,6.1435,1177.13,29.37,21769.71,8.0138,24790.75,1.176,0.02593,10373198.2,0.004241,0.1092,224886.24,0.03453,11980986.26,0.01016,34652161.53,3724.89,454857549.4,75934.8,4.0719,1317196937,11762.84,4888.49,11887761.3,27980453.24,10281.55,46038683.81,1125.79,0.01803,678402380.3,0.9327,119.16,5727.78,402.96,122928606.6,3680360.47,340.68,0.005527,0.1608,2846726,129465.83,250864419.9,128652.67,381.77,539.05,0.1606,328553.3,881.44,368213.99,105176.95,209008467.7,353911.66,1.8747,344,5.261,18.01,0.308,1.4413,0.3236
20,Jul,2017,9947.73,0.01269,175.09,1.1724,1.0363,1.3617,1480608340,284317010,288254.17,0.07813,7960367.36,3496.05,18927.99,2126073.76,98706.45,583.91,625527.86,0.1017,1.5904,101325.87,0.001397,11912077.17,17821.32,506.77,1222767.97,47760.73,55684046.19,0.01397,0.04191,26.7,3024571.78,33113.37,72257.06,11637.66,41.27,0.01929,7.2505,0.007737,1.0411,19475990.4,1356086.43,6.126,1179.58,29.3,21816.27,8.0165,24707.68,1.1747,0.02599,10424410.49,0.004147,0.1081,226338.87,0.03427,12102335.46,0.01009,35072171.9,3691.97,456934326.6,76929.7,4.0855,1340452174,11821.08,4837.72,11894118.55,28165896.42,10510.03,46506214.9,1125.57,0.01789,679882253.6,0.9256,119.45,5770.62,404.4,123862973.1,3716399.82,341.15,0.00553,0.16,2874595.82,128863.11,250674274.9,128590.02,382.17,534.95,0.1583,329607.26,873.51,365730.72,105940.75,208731328.7,356018.74,1.8887,346.04,5.2237,17.98,0.3095,1.4406,0.3255
21,Jul,2017,9912.12,0.01276,173.1,1.1486,1.0265,1.3436,1471470993,285184289.9,292599.46,0.07729,8159058.55,3540.06,19116.71,2123991.49,98462.51,582.44,630640.53,0.1027,1.5854,101008.54,0.001409,11968407.79,17932.1,505.96,1220875.62,47525.03,56063275.89,0.01386,0.04225,26.92,3032236.95,33207.57,72193.24,11567.16,41.4,0.01922,7.2462,0.007753,1.0341,19330071.11,1367447.02,6.0613,1176.46,29.21,21516.38,7.9889,24933.77,1.161,0.02551,10372726.12,0.004136,0.108,228861.99,0.03439,12200693.85,0.01008,35553749.16,3695.34,462346250.5,76854.95,4.0797,1352777354,11780.55,4825.08,11839545.12,28486257.71,10530.18,47040173.54,1122.83,0.01779,683915360.2,0.9182,119.21,5732.41,400.98,124949380.6,3716438.02,340.11,0.005479,0.161,2888241.23,129425.15,252454493.6,129859.32,380.31,533.85,0.1583,330603.71,866.77,365111.46,107564.56,211881347.8,357899.7,1.8867,340.66,5.2399,18.03,0.3069,1.4282,0.3222
1,Aug,2017,9970.21,0.01271,172.33,1.1533,1.0305,1.3553,1480902550,289893300.3,291883.69,0.07736,8100458.86,3544.62,19202.84,2125898.49,97472.35,584.02,635973.54,0.1016,1.583,101063.62,0.001419,12075098.11,18014.26,506.83,1202204.55,47828.42,56206042.05,0.01392,0.04188,26.86,3039103.04,33126.32,72239.45,11526.81,41.45,0.0191,7.2267,0.007697,1.0273,19362922.04,1375679.17,6.04,1166.94,29.09,21515.35,7.9583,24896.84,1.1464,0.02532,10432317.32,0.004121,0.1077,228487.87,0.0341,12195922.14,0.01008,35632207.67,3713.68,466654307,77297.53,4.0761,1354206896,11867.64,4803.69,11907461.47,29056264.15,10574.81,46922554.24,1113.39,0.01776,684542168.3,0.9056,119.71,5742.21,399.81,124984084,3736221.93,344.38,0.005386,0.1612,2889138.4,130063.72,255036760.4,129956.04,377.69,536.22,0.1588,327792.56,856.96,368856.9,108798.94,212467363.6,359351.83,1.8796,340.84,5.1687,18,0.3044,1.4128,0.322
2,Aug,2017,10305.48,0.01247,172.06,1.1406,1.0096,1.3562,1509002491,290954771.8,293037.58,0.07553,7859826.27,3462.13,19380.9,2132478.1,96035.93,583.02,625432.48,0.09817,1.5479,100752.61,0.00135,13040516.55,17802.23,503.08,1191660.15,47533.67,56677314.65,0.01397,0.04164,26.66,2988819.31,32680.54,73298.63,11765.51,42.71,0.0182,7.0515,0.007462,1.0239,19825609.55,1352252.19,5.8453,1157.17,28.82,21877.1,7.9468,23355.17,1.1516,0.02588,10524585.26,0.004068,0.1086,221595.15,0.03369,12453955.97,0.01037,34801647.89,3631.6,473285543.5,76529.08,3.8958,1397269680,11747.13,4835.35,12251645.66,29744369.59,11054.58,46628278.45,1134.61,0.01761,681907304.5,0.8888,122.49,5821.83,403.18,129477941.3,3762853.1,346.07,0.005491,0.1569,2951606.26,127139.43,249637186,131097.88,384.06,526.92,0.1589,322804.74,833.65,369839.45,109970.52,217242214.7,357450.18,1.9616,338.92,4.9892,18.24,0.302,1.3925,0.3231
3,Aug,2017,10300.54,0.01244,171.33,1.1414,1.0088,1.346,1510814052,290051729.9,296230.54,0.07444,7967684.4,3462.09,19360.42,2140578.16,97017.26,584.69,629382.94,0.09797,1.5504,101293.59,0.001332,13153001.93,17953.03,503.98,1201692.44,47557.7,56779081.05,0.01387,0.04164,26.79,3033858.39,32533.91,73606.55,11757.24,42.98,0.01796,6.9895,0.007374,1.0208,19787850.81,1369023.01,5.8182,1171.84,28.79,21895.31,7.8684,23551.29,1.1552,0.02572,10530785.62,0.004032,0.1073,223358.45,0.03353,12459767.28,0.01019,34726845.06,3658.92,476728255.2,76748.63,3.9115,1406124793,11812.28,4873.5,12394654.58,30346569.13,11086.29,47181983.71,1131.89,0.01744,692282248.9,0.8784,122.92,5748.68,402.13,129052766.2,3780874.12,343.02,0.005457,0.1554,2959349.81,127208.91,248512129.6,131013.51,384.62,525.63,0.1583,322422.33,829.28,372214.24,110667.05,217548290.4,359683.72,1.9555,338.59,4.9827,18.28,0.299,1.3882,0.3192
4,Aug,2017,10309.48,0.01248,172.26,1.1391,1.0074,1.3405,1500549026,291712987.1,298451.68,0.07373,8043163.28,3500.72,19251.02,2143213.49,97416.4,580.49,628489.42,0.09721,1.5561,102050.43,0.00133,13061611.55,17814.61,498.78,1201371.47,48008.65,56746701.66,0.01381,0.04151,26.9,3036430.1,32640.19,72847.17,11704.91,42.67,0.01799,7.0079,0.007291,1.0166,19916386.54,1393187.04,5.7877,1171.03,28.71,21848.04,7.8456,23658.71,1.1368,0.02565,10597106.62,0.004034,0.1074,224331.65,0.03316,12686222.47,0.0103,35094705.96,3643.08,479171387.8,77497,3.8917,1426695220,11853.97,4848.65,12365222.89,30305269.52,11027.03,47347320.57,1134.77,0.01729,694368425,0.8785,122.42,5703.79,404.09,130438756.8,3801830.57,338.86,0.00541,0.1541,2963368.41,127915.95,249913198.2,133541.88,384.12,526.44,0.157,322207.58,830.51,377040.87,110859.59,215350950.3,358097.18,1.9416,336.61,4.9498,18.21,0.298,1.3889,0.3175
5,Aug,2017,10346.45,0.01242,170.88,1.1347,0.9955,1.338,1523303018,296053242.7,299793.13,0.07456,8038025.23,3500.46,19138.46,2142918.3,96575.74,583.1,633204.45,0.09728,1.5383,102276.61,0.00131,13350971.18,17708.84,500.02,1204941.88,47962.73,56699888.24,0.01369,0.04092,26.86,3054295.43,32403.3,72572.75,11699.61,42.15,0.01779,6.9855,0.007207,1.0133,20019886.94,1398599.38,5.7052,1172.22,28.69,21868.84,7.8095,23144.87,1.1398,0.02572,10638950.26,0.003978,0.1075,223842.89,0.03262,12676629.81,0.01027,35224430.81,3663.37,484863434.9,77968.56,3.8645,1441502054,11894.85,4786.23,12560227.6,30854808.56,11090.96,47313584.53,1127.4,0.01695,693752602.4,0.8671,123.67,5708.67,411.13,131681269.6,3828696.76,342.29,0.005332,0.1526,2968341.26,128874.61,248377630.6,134629.89,384.38,530.32,0.1557,318392.39,824.35,378673.75,110968.05,218112523.9,361585.2,1.9395,340.59,4.8976,18.12,0.2995,1.3865,0.3182
6,Aug,2017,10401.17,0.0123,169.91,1.1296,0.9799,1.3249,1541065736,298961211,298125.06,0.07334,8037477.29,3459.49,19171.87,2142797.08,95975.04,584.67,633561.34,0.09609,1.521,101263.91,0.001287,13688606.94,17646.3,499.38,1203936.29,47598.66,56836705.56,0.01347,0.04035,27.03,3022105.29,31863.7,72917.61,11644.8,42.41,0.01777,6.911,0.007088,1.013,20192695.54,1392182.96,5.6969,1172.97,29.25,22076.32,7.7614,22984,1.1368,0.02572,10716864.44,0.003924,0.1079,222850.5,0.03258,12848410.03,0.01034,35319369,3634.12,493761631,78534.62,3.7994,1463296912,11850.97,4750.78,12661978.3,30863098.12,11304.22,47087914.07,1133.96,0.01687,698804816.7,0.8654,123.71,5801.06,412.27,132246598.5,3864631.84,345.82,0.005374,0.1493,2999487.84,128844.02,246864795.5,134731.41,387.57,529.78,0.1549,320940.41,818.39,376537.27,111105.53,221082360,363054.72,1.9516,343.08,4.8029,18.13,0.2979,1.3894,0.3189
7,Aug,2017,10423.02,0.01225,167.5,1.1281,0.9629,1.3214,1538919808,301157167.9,297888.37,0.07316,7967402.18,3424.66,19345.74,2135294.57,97762.32,585.55,634791.56,0.09583,1.5054,101516.81,0.001259,13827521.94,17716.62,490.95,1208866.41,47312.64,56873241.15,0.0134,0.03992,27.12,3045909.64,31577.36,72936.28,11550.11,42.37,0.01755,6.9205,0.007002,1.0059,20539540.97,1386007.3,5.6883,1167.61,29.34,22022.9,7.7482,22612.7,1.1302,0.02555,10636721.4,0.003872,0.1079,225155.53,0.03233,12840462.53,0.01039,35593732.45,3617.24,498083619.2,78876.65,3.7817,1492240562,11983.23,4729.05,12666122.14,31458229.34,11486.01,47489332.89,1151.47,0.01671,704953451.9,0.8624,125.6,5789.43,413.6,133041236.7,3880691.17,345.01,0.005384,0.1479,3042351.59,129278.61,247488106.7,133788.87,387.31,527.11,0.1528,326169.17,822.74,375413.78,111742.67,221484712.1,363651.3,1.9486,345.54,4.7236,18.37,0.2984,1.3762,0.3195
8,Aug,2017,10297.27,0.0121,167.03,1.125,0.9675,1.3079,1549706896,299450858.9,300993.69,0.07299,7940251.82,3425.19,19212.76,2157622.39,96907.32,590.36,633054.78,0.09572,1.4987,101108.25,0.001263,13903639.93,17583.52,493.72,1209551.1,47520.84,57735378.9,0.01332,0.03998,26.95,3077334.76,31951.73,72558.96,11509.64,42.06,0.01762,6.9257,0.006919,1.0047,20877441.01,1377768.67,5.687,1166.64,28.89,21968.59,7.7418,22838.7,1.1123,0.02524,10639094.3,0.003871,0.1079,225911.39,0.0327,12809937.12,0.01041,35948685.54,3617.68,505959399.4,79474.76,3.7747,1499473761,11978.87,4783.91,12878678.81,31990145.31,11409.56,47783676.76,1154.97,0.01642,708379120.4,0.859,124.21,5835.64,409,133832481.9,3855818.79,347.89,0.00537,0.1464,3046976.65,130441.18,248770948.6,135602.56,388.43,525,0.1517,328046.71,834.99,375091.5,113042.26,223676766.8,363037.5,1.9448,343.2,4.6681,18.23,0.2973,1.3755,0.3219
9,Aug,2017,10465.84,0.01188,166.22,1.1176,0.9455,1.3064,1562874899,301667652,298334.87,0.07287,7859992.28,3380.67,19385.7,2201096.11,97524.35,592.91,631313.4,0.09462,1.4691,101747.31,0.001231,14441346.81,17456.02,488.95,1208727.52,47421.04,57513175.7,0.01343,0.03948,26.93,3038514.93,31432.52,72970.13,11612.35,42.73,0.01723,6.9316,0.006765,1.0025,21182553.64,1365941.92,5.5639,1158.93,28.94,21887.34,7.8047,22322.66,1.1111,0.02552,10721491.65,0.003838,0.1078,221272.53,0.03266,12942946.43,0.01059,36004758.78,3647.98,515152243.6,79187.68,3.6858,1513529314,11987.93,4793.22,12926597.02,32419142.1,11412.52,47407706.77,1169.71,0.01645,711512200,0.8467,125.14,5932.89,409.63,135768254,3938795.93,352.4,0.005332,0.1438,3105825.52,127887.02,247424014.8,136521.75,396.95,521.83,0.1493,327200.8,836.07,368953.74,111868.77,226518143.5,369514.65,1.9612,344.72,4.5735,18.14,0.2956,1.3752,0.3222
10,Aug,2017,10543.9,0.01179,166.92,1.1165,0.9452,1.2987,1573035113,304276400.8,301163.95,0.07309,7984598.15,3417.38,19253.85,2205865.52,97107.24,589.64,633739.43,0.09423,1.48,102573.35,0.001228,14309221.6,17539.99,487.55,1223210.53,47760.05,57307579.98,0.01331,0.0398,26.66,3074937.16,31856.29,73352.11,11522.89,42.57,0.0175,6.9017,0.00675,1.0003,21182715.94,1388704.22,5.5829,1178.03,28.89,21829.82,7.7276,22851.53,1.1123,0.02483,10704964.37,0.003796,0.106,222163.26,0.03269,12931009.25,0.01033,36597866.56,3635.82,520382978.1,79179.78,3.7351,1508404000,11993.42,4791.45,12826782.49,32741431.92,11203.04,47838978.73,1146.73,0.01634,730977282.4,0.8526,122.69,5962.72,406.57,135894469.8,3972875.06,353.66,0.005284,0.1434,3091635.76,128504.07,249821080.7,137072.49,397.05,519.62,0.1494,322751.04,837.11,370941,111266.96,227284575.4,369947.02,1.9477,345.55,4.6186,17.92,0.2971,1.3972,0.32
11,Aug,2017,10683.16,0.01163,168.74,1.0972,0.9374,1.2843,1579539364,304130725.5,301409.36,0.07253,8005827.97,3364.83,19343.18,2199576.83,98059.48,589.38,630365.5,0.09332,1.4651,101834.78,0.001206,14810346.3,17311.22,489.13,1229523.86,48082.42,57919734.88,0.01315,0.03943,26.69,3058631.61,31245.36,73513.36,11484.38,43.01,0.01726,6.8321,0.006655,0.986,21346214.48,1377671.11,5.5314,1168.71,28.56,21999.15,7.7022,22163.92,1.1092,0.02513,10890927.55,0.003726,0.1069,221604.56,0.03235,13138024.51,0.01038,36456686.45,3643.64,526800897.5,78723.07,3.6649,1537538149,12012.9,4783.32,12918296.98,33209296.3,11422.68,47493100.32,1150.83,0.0163,725550935.8,0.8415,124.26,5958.61,405.54,137830912.9,4019631.76,356.47,0.00529,0.1422,3103252.08,128043.35,249064576.1,137772.95,398.65,513.46,0.1496,322671.31,831.96,366211.33,110913.45,231826613.9,373508.01,1.9741,340.48,4.5503,18.15,0.2986,1.4079,0.3221
12,Aug,2017,10429.94,0.01154,167.7,1.0966,0.9539,1.2708,1603795018,310816576.2,306096.65,0.07239,8212128.7,3398.23,19514.49,2206271.11,98880.14,585.43,643053.49,0.09387,1.4991,104311.68,0.001231,14482273.23,17391.78,484.39,1234586.16,48288.56,57801977.49,0.0131,0.03893,26.65,3076975.02,31710.58,72629.92,11337.65,43.05,0.01754,6.8406,0.006672,0.9819,21247565.46,1397257.75,5.6026,1180.51,28.47,21829.65,7.6769,23355.84,1.1108,0.02491,10854497.63,0.003746,0.1056,226287.52,0.03237,13193452.83,0.01023,37338888.56,3684.45,527129542,78945.14,3.7409,1522393714,12125.85,4728.84,13018642.08,33082320.48,11073.91,48133670.92,1145.88,0.0161,740367241.2,0.8525,121.84,5839.88,401.3,136731187.4,4036120.04,352.19,0.00517,0.1425,3043985.25,131024.84,255582301.6,137564.93,394.43,522.56,0.1483,326241.73,840.11,368795.7,109887.82,231317097.9,372355.29,1.8853,336.1,4.6365,18.26,0.2961,1.3873,0.3245
13,Aug,2017,10439,0.01149,166.32,1.1002,0.9414,1.2633,1598967289,313608462.2,311469.91,0.07214,8321761.31,3433.27,19420.89,2206134.04,98644.04,592.47,646352.3,0.09404,1.4923,104455.16,0.001228,14650768.98,17485.03,484.05,1234891.53,48235.94,58169806.25,0.01305,0.03838,26.2,3075833.01,31606.53,72611.96,11339.57,42.66,0.01728,6.7875,0.006608,0.981,21304120.45,1413143.61,5.6584,1181.8,28.38,21825.74,7.6628,23525.12,1.0992,0.02448,10773695.7,0.003691,0.1046,229267.55,0.0323,13296838.46,0.01024,37217321.22,3663.09,522754132.5,78680.2,3.7251,1536333048,12272.93,4704.95,13272315.01,33614359.5,11092.03,48784659.11,1143.55,0.0159,758828505.4,0.8544,123.28,5823.27,401.38,138373543.3,4053756.19,353.82,0.00511,0.1431,3040456.76,130804.19,256731847.1,138115.1,393.12,524.11,0.1479,330927.77,839.2,370633.31,111474.97,233540933.7,371982.85,1.8735,338.06,4.6474,18.12,0.2954,1.3695,0.3231
